section,date,ymd,paper,author,title,doc_id,nword,nsentence,self_reference,accountability_word_count,investigation_related,documents_reveal,investigation_duration,series_indicated
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",Jacques Kelly; THE BALTIMORE SUN,"Stephen Dixon; 
Novelist, celebrated short story writer and retired; 
Johns Hopkins University writing professor, dies at 83",449052,932,75,3,1,0,0,0,0
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",Cal Thomas; THE BALTIMORE SUN,Who needs spiritual advisers?,449054,705,32,0,9,0,0,0,0
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",Jessica Anderson ;and Tim Prudente,"Cause; 
of cop's death in dispute; 
Mosby, union say case still open, contradicting police commissioner",449055,904,49,3,10,0,0,0,0
wknd,2019-11-08,20191108,"Sun, The (Baltimore, MD)",THE BALTIMORE SUN,Weekend Watch,449056,365,28,1,10,0,0,0,0
wknd,2019-11-08,20191108,"Sun, The (Baltimore, MD)",Elizabeth Nonemaker covers classical music for the Baltimore Sun as a freelance writer; THE BALTIMORE SUN,"Soundtrack to your life; 
BSO concert brings in noted German conductor Ruth Reinhard",449057,662,39,5,23,0,0,0,0
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",NA,"Patricia C. Knepp, retired teacher",449058,320,24,0,0,0,0,0,0
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",NA,"Senior  envoy in Syria highly critical of troop withdrawal; 
NEWS BRIEFING; 
Staff and news services; 
GM selling shuttered factory; 
in Ohio to electric truck maker; 
French leader laments NATO's 'brain death' due to US actions; 
North Carolina no longer an outlier on sex and consent; 
Okla. woman in failure-to-protect case to be freed; 
Governor of Texas to open homeless camp in Austin",449059,1033,43,0,9,0,0,0,0
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",Toby Gordon,"Learning; 
to live (and; 
work) with hearing loss",449060,723,33,0,7,0,0,0,0
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",THE BALTIMORE SUN,"Alternative Fact of the Week: Kellyanne Conway, still the champion prevaricator",449061,733,38,2,14,0,0,0,0
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",Lorraine Mirabella; THE BALTIMORE SUN,"Lawsuit: Under Armour executives misled investors; 
Complaint alleges revenue shifted between quarters",449062,547,25,1,6,0,0,0,0
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",NA,"Alternative Fact of the Week: Kellyanne Conway, still the champion prevaricator",449065,733,38,2,14,0,0,0,0
main news,2019-11-12,20191112,"Sun, The (Baltimore, MD)",Lillian Reed,"Service members become citizens during naturalization ceremony; 
Among events in the city honoring Veterans Day",449066,750,46,1,9,0,0,0,0
main news,2019-11-12,20191112,"Sun, The (Baltimore, MD)",Alexandra Devenport; THE BALTIMORE SUN,Legislators distort vaping risks,449067,660,24,0,12,0,0,0,0
main news,2019-11-12,20191112,"Sun, The (Baltimore, MD)",Talia Richman,"School board expected to OK early start; 
Baltimore students would begin classes before Labor Day",449068,391,16,0,4,0,0,0,0
main news,2019-11-12,20191112,"Sun, The (Baltimore, MD)",Jacques Kelly; THE BALTIMORE SUN,"Bert Smith; 
Retired University of Baltimore graphic arts teacher, passionate postcard collector and former U.S. Marine",449069,845,50,2,3,0,0,0,0
main news,2019-11-12,20191112,"Sun, The (Baltimore, MD)",Frederick N. Rasmussen; THE BALTIMORE SUN,"James E. Watkins, dairy worker and deacon",449071,222,16,0,2,0,0,0,0
main news,2019-11-12,20191112,"Sun, The (Baltimore, MD)",NA,"James E. Watkins, dairy worker and deacon",449073,222,16,0,2,0,0,0,0
main news,2019-11-12,20191112,"Sun, The (Baltimore, MD)",John K. Hoey,Youth mentor's murder underscores Baltimore crisis; 'our house is on fire',449074,685,32,0,9,0,0,0,0
main news,2019-11-12,20191112,"Sun, The (Baltimore, MD)",Jacques Kelly,"Bert Smith; 
Retired University of Baltimore graphic arts teacher, passionate postcard collector and former U.S. Marine",449075,845,50,2,3,0,0,0,0
main news,2019-11-16,20191116,"Sun, The (Baltimore, MD)",Frederick N. Rasmussen,"The Rev. Alice; 
M. Bassett-Jellema; 
Longtime pastor of the Episcopal Church of the Guardian Angel in Remington always had 'heart for social justice'",449078,1013,72,0,10,0,0,0,0
main news,2019-11-16,20191116,"Sun, The (Baltimore, MD)",Mary Carole McCauley,"BMA plans; 
'radical' move for next year; 
Museum to acquire only works by women in 2020",449079,859,34,1,6,0,0,0,0
main news,2019-11-16,20191116,"Sun, The (Baltimore, MD)",Liz Bowie,"Critics contest city university system plan; 
UB president says combining functions would create efficiencies",449080,668,35,1,2,0,0,0,0
main news,2019-11-16,20191116,"Sun, The (Baltimore, MD)",Jacques Kelly,"Cummings' name pitched for storied legal temple; 
Courthouse East could be designated for former congressman",449081,671,43,2,8,0,0,0,0
main news,2019-11-16,20191116,"Sun, The (Baltimore, MD)",Tim Prudente,"Suiter's loved ones shout up; 
at City Hall; 
Baltimore officials at odds on police detective's death",449084,573,39,0,5,0,0,0,0
main news,2019-11-16,20191116,"Sun, The (Baltimore, MD)",Cody Boteler,"Scores of cats, animals found dead at Middle River home; 
150 more rescued; 2 residents indicted on multiple charges",449085,578,25,0,7,0,0,0,0
main news,2019-11-20,20191120,"Sun, The (Baltimore, MD)",David Zurawik,"Congressman  Jordan is the snarling TV face of the GOP; 
Z on TV",449086,741,57,1,13,0,0,0,0
main news,2019-11-20,20191120,"Sun, The (Baltimore, MD)",Mary Carole McCauley,BSO to put finances in the hands of the 'turnaround king',449087,444,14,0,2,0,0,0,0
main news,2019-11-20,20191120,"Sun, The (Baltimore, MD)",#NAME?,Frederick Valerino made pneumatic tubes,449089,373,30,0,0,0,0,0,0
main news,2019-11-20,20191120,"Sun, The (Baltimore, MD)",NA,Once again  Zurawik unfairly attacks Fox News,449090,743,52,4,25,0,0,0,0
main news,2019-11-20,20191120,"Sun, The (Baltimore, MD)",Seema D. Iyer; THE BALTIMORE SUN,Want to reduce crime in Baltimore? Invest in it,449091,692,35,0,9,0,0,0,0
main news,2019-11-20,20191120,"Sun, The (Baltimore, MD)",Scott Dance,"Closed Luke paper mill allegedly leaking fuel; 
Activists to sue over black liquor fouling the Potomac",449092,624,21,0,9,0,0,0,0
main news,2019-11-20,20191120,"Sun, The (Baltimore, MD)",Luke Broadwater,"Sen.  Washington to run for  city mayor; 
Aims to bring progressive change to Baltimore",449094,685,41,2,3,0,0,0,0
main news,2019-11-20,20191120,"Sun, The (Baltimore, MD)",Seema D. Iyer,Want to reduce crime in Baltimore? Invest in it,449095,692,35,0,9,0,0,0,0
main news,2019-11-20,20191120,"Sun, The (Baltimore, MD)",Jeff Barker,Maryland Sen. Carter launches  campaign to succeed Cummings,449096,518,38,0,9,0,0,0,0
main news,2019-11-20,20191120,"Sun, The (Baltimore, MD)",Donald R. Soeken,"Hearing serves as painful, hopeful reminder to veteran whistleblower",449097,622,25,0,16,0,0,0,0
main news,2019-11-20,20191120,"Sun, The (Baltimore, MD)",Tarot.com,HOROSCOPES,449098,606,56,0,4,0,0,0,0
main news,2019-11-20,20191120,"Sun, The (Baltimore, MD)",Jacques Kelly,"Leslie Brown; 
Active in liberal political causes, she was recalled for her adventurous spirit and ability to cultivate a circle of friends",449099,813,66,0,6,0,0,0,0
main news,2019-11-20,20191120,"Sun, The (Baltimore, MD)",Dan ;Rodricks,Mayor's remark on murders should boost interest in rival candidates,449100,886,53,0,13,0,0,0,0
main news,2019-11-20,20191120,"Sun, The (Baltimore, MD)",Amy Dickinson,"Teen is troubled by bouts of anxiety; 
Ask Amy",449101,701,39,0,10,0,0,0,0
main news,2019-11-20,20191120,"Sun, The (Baltimore, MD)",THE BALTIMORE SUN,"Readers Respond; 
Once again  Zurawik unfairly attacks Fox News",449102,743,52,4,25,0,0,0,0
main news,2019-11-24,20191124,"Sun, The (Baltimore, MD)",Jacques Kelly,"David J. Johnson Jr.; 
A retired academic counselor, veteran haberdashery salesman for 50 years and National Bohemian beer rep",449103,785,54,1,3,0,0,0,0
main news,2019-11-24,20191124,"Sun, The (Baltimore, MD)",Harold Brubaker; Philadelphia Inquirer,"Making canned soup hot again; 
Challenges for Campbell's includes consumers' tastes",449105,961,45,0,19,0,0,0,0
main news,2019-11-24,20191124,"Sun, The (Baltimore, MD)",Pamela Wood,Audit targets state's crime prevention grants,449106,322,12,0,15,11,0,0,0
main news,2019-11-24,20191124,"Sun, The (Baltimore, MD)",Jonah Goldberg,Louisiana governor win a victory for conservatives,449107,788,52,0,25,0,0,0,0
main news,2019-11-24,20191124,"Sun, The (Baltimore, MD)",Lorraine Mirabella,"125,000 kids in foster care await adoption; 
32 children celebrated 'forever' families; 
Saturday in Baltimore",449108,793,45,0,5,0,0,0,0
main news,2019-11-24,20191124,"Sun, The (Baltimore, MD)",Dan ;Rodricks,"Thiru Vignarajah, running for mayor, pledges big drop in homicides",449109,1011,64,0,25,0,0,0,0
main news,2019-11-24,20191124,"Sun, The (Baltimore, MD)",Daryl James,Free speech battle brews over four-letter word: milk,449110,716,45,0,10,0,0,0,0
main news,2019-11-24,20191124,"Sun, The (Baltimore, MD)",Phil Davis,Maryland AG Frosh warns of 'Mega Millions' lottery scam,449111,306,10,0,8,0,0,0,0
main news,2019-11-24,20191124,"Sun, The (Baltimore, MD)",NA,Connecting food insecure folks with catering leftovers,449112,622,29,0,4,0,0,0,0
other,2019-11-28,20191128,"Sun, The (Baltimore, MD)",NA,"NATIONAL BESTSELLERS",449113,339,27,0,3,0,0,0,0
main news,2019-11-28,20191128,"Sun, The (Baltimore, MD)",Chris Kaltenbach,"Records start '0-0' in the bowl; 
Loyola, Calvert Hall set; 
to square off in 100th Turkey Bowl game",449115,1821,93,4,10,0,0,0,0
main news,2019-11-28,20191128,"Sun, The (Baltimore, MD)",NA,Lincoln's Thanksgiving proclamation,449116,534,13,0,7,0,0,0,0
main news,2019-11-28,20191128,"Sun, The (Baltimore, MD)",Jonathan M. Pitts,"Grateful year-round; 
For these Baltimoreans, giving thanks is a regular part of life",449117,1709,92,0,8,0,0,0,0
main news,2019-11-28,20191128,"Sun, The (Baltimore, MD)",Jenny Yang,Refugee resettlement policy 'blatantly discriminatory',449118,605,26,0,13,0,0,0,0
other,2019-11-28,20191128,"Sun, The (Baltimore, MD)",NA,Now playing,449119,591,19,0,3,0,0,0,0
other,2019-11-28,20191128,"Sun, The (Baltimore, MD)",Chris Kaltenbach,"Thanksgiving is over.; 
Now what?; 
8 things to do in Baltimore with - or without - your relatives",449120,1690,94,9,5,0,0,0,0
main news,2019-11-28,20191128,"Sun, The (Baltimore, MD)",NA,Yesteryear gratefulness,449121,1516,68,9,9,0,0,0,0
other,2019-11-28,20191128,"Sun, The (Baltimore, MD)",NA,Rare hand jolts WSOP Circuit event,449122,505,23,0,2,0,0,0,0
main news,2019-11-28,20191128,"Sun, The (Baltimore, MD)",Diane Rossen Worthington; Tribune Content Agency,"Move over, butternut: Delicata squash is back, better than ever; 
seriously simple",449123,547,38,0,1,0,0,0,0
main news,2019-11-28,20191128,"Sun, The (Baltimore, MD)",William C. Kashatus,"Thank Lincoln, not the Pilgrims, for Thanksgiving",449124,669,26,0,10,0,0,0,0
other,2019-11-28,20191128,"Sun, The (Baltimore, MD)",Rich Heldenfels; Tribune News Service,'Stargate: Atlantis' is mystery science fiction series,449125,648,36,0,7,0,0,0,0
main news,2019-11-28,20191128,"Sun, The (Baltimore, MD)",Sloane Brown; For The Baltimore Sun,"Sleek; 
and stylish",449126,121,5,1,1,0,0,0,0
other,2019-11-28,20191128,"Sun, The (Baltimore, MD)",Aramide Esubi; Tribune Content Agency,"Tailoring your wardrobe can transform your look; 
SIMPLE STYLE",449127,497,27,0,3,0,0,0,0
main news,2019-11-28,20191128,"Sun, The (Baltimore, MD)",NA,How to pay for Kirwan and make Maryland roads safer,449128,775,40,0,9,0,0,0,0
main news,2019-12-02,20191202,"Sun, The (Baltimore, MD)",Talia Richman,"Surveillance backers boost mayoral hopeful; 
Vignarajah nets thousands from Texans' fundraiser",449129,435,22,2,6,0,0,0,0
main news,2019-12-02,20191202,"Sun, The (Baltimore, MD)",Miriam Doyle,Work conditions unsafe at Md. psychiatric hospital,449130,763,28,0,8,0,0,0,0
main news,2019-12-02,20191202,"Sun, The (Baltimore, MD)",NA,Maryland's boardrooms need more women; new law helps,449131,739,55,0,2,0,0,0,0
main news,2019-12-02,20191202,"Sun, The (Baltimore, MD)",Tarot.com,HOROSCOPES,449132,582,52,0,8,0,0,0,0
main news,2019-12-02,20191202,"Sun, The (Baltimore, MD)",Amy Dickinson,"Wife refuses to be 'the sick girl'; 
Ask Amy",449133,701,39,0,8,0,0,0,0
main news,2019-12-02,20191202,"Sun, The (Baltimore, MD)",LaShae Felder,Baltimore's Sisters Circle changed my life,449134,639,33,0,6,0,0,0,0
main news,2019-12-02,20191202,"Sun, The (Baltimore, MD)",NA,"'Frozen 2' again ices competition; 
CELEBRITIES; 
Tribune news services",449135,386,30,2,2,0,0,0,0
main news,2019-12-02,20191202,"Sun, The (Baltimore, MD)",Talia Richman,"John 'Jack' Nolan; 
Longtime Baltimore teacher, volunteer, activist with Democratic party, served in the Navy during World War II",449136,921,65,1,7,0,0,0,0
main news,2019-12-02,20191202,"Sun, The (Baltimore, MD)",NA,"10 wounded in shooting near New Orleans' French Quarter; 
NEWS BRIEFING; 
Staff and news services; 
Montgomery unveils statue; 
of civil rights icon Rosa Parks; 
Weather hampers probe of; 
S.D. plane crash that killed 9; 
Malta leader to resign amid protests over reporter's death; 
19 people report illnesses on Calif. cruise ship; 
Hong Kong democracy rally cut short by tear gas",449139,1017,44,8,10,1,0,0,0
main news,2019-12-02,20191202,"Sun, The (Baltimore, MD)",Christopher J. Smith,1992's 'Baby Got Back' started a revolution of empowerment,449140,761,27,0,7,0,0,0,0
main news,2019-12-02,20191202,"Sun, The (Baltimore, MD)",NA,Setting the record straight on Daniel Brewster,449141,712,35,2,22,0,0,0,0
main news,2019-12-06,20191206,"Sun, The (Baltimore, MD)",NA,"Mayor's outlandish statements overshadow achievements, issues",449142,795,42,1,11,0,0,0,0
main news,2019-12-06,20191206,"Sun, The (Baltimore, MD)",Dave Anderson,There's no reason moderate candidates can't show passion,449144,765,38,0,10,0,0,0,0
main news,2019-12-06,20191206,"Sun, The (Baltimore, MD)",McKenna Oxenden,"Driver unconscious with liquor in car: documents; 
Woman charged with fatally striking teen on Dundalk sidewalk",449145,471,24,1,7,0,0,0,0
main news,2019-12-06,20191206,"Sun, The (Baltimore, MD)",Tim Prudente,Police investigating forceful arrest caught on video,449146,282,27,0,8,0,0,0,0
main news,2019-12-06,20191206,"Sun, The (Baltimore, MD)",Pamela Wood,"Governor unveils new proposals for state schools; 
Hogan's plans call for construction, improvement",449147,1088,56,0,19,0,0,0,0
main news,2019-12-06,20191206,"Sun, The (Baltimore, MD)",NA,"Henry C. Wiedefeld III, retired firefighter",449148,309,23,0,3,0,0,0,0
main news,2019-12-06,20191206,"Sun, The (Baltimore, MD)",NA,Alternative Fact of the Week: Worldview of Trump unchanged; that's the problem,449150,726,32,0,8,0,1,0,0
main news,2019-12-06,20191206,"Sun, The (Baltimore, MD)",Frederick N. Rasmussen,"Audrey C. Pinkney; 
Retired Baltimore public schools educator and active; 
volunteer a lifelong member of St. James Episcopal Church",449151,628,59,2,5,0,0,0,0
main news,2019-12-06,20191206,"Sun, The (Baltimore, MD)",Phil Davis,"White to step down as port chief; 
Executive director; 
has led record growth over 18 years in post",449152,582,24,1,10,0,0,0,0
main news,2019-12-06,20191206,"Sun, The (Baltimore, MD)",NA,"Extra trash pickup; 
in the city? Send them; 
to West Baltimore",449153,759,38,4,16,0,0,0,0
main news,2019-12-06,20191206,"Sun, The (Baltimore, MD)",Colin Campbell ;and Jeff Barker,"Maryland, CSX find $103M for tunnel project; 
Funding to help clear freight train bottleneck",449154,1107,54,0,16,0,0,0,0
main news,2019-12-06,20191206,"Sun, The (Baltimore, MD)",Cal Thomas,Chik-fil-A bowed to LGBT pressure,449155,636,31,3,14,0,0,0,0
main news,2019-12-06,20191206,"Sun, The (Baltimore, MD)",Andrea K. McDaniels,Stop policing black women's hair,449157,794,57,1,8,0,0,0,0
main news,2019-12-10,20191210,"Sun, The (Baltimore, MD)",Pamela Wood;and Colin Campbell,"Transportation secretary to leave Hogan administration; 
State highway chief to take over as Pete Rahn's successor",449159,1397,68,0,22,0,0,0,0
main news,2019-12-10,20191210,"Sun, The (Baltimore, MD)",Pamela Wood,"City lawyer nominated for state's highest court; 
Gov. Hogan chooses Jonathan Biran to join Maryland Court of Appeals",449161,220,13,0,1,0,0,0,0
main news,2019-12-10,20191210,"Sun, The (Baltimore, MD)",Lilly Price,"Trial of man charged in Bowie student killing begins; 
Potential jurors convened Monday, asked about race, bias and alcohol abuse",449162,542,22,0,17,0,0,0,0
main news,2019-12-10,20191210,"Sun, The (Baltimore, MD)",Jeff Barker,"Federal appeals court rejects state online political ad law; 
Disclosure requirements; 
of act on digital publishers are ruled too onerous",449163,522,30,1,5,0,0,0,0
main news,2019-12-10,20191210,"Sun, The (Baltimore, MD)",NA,"Criminal justice system less racially biased, but still bad, especially for African Americans",449164,656,26,0,16,0,0,0,0
main news,2019-12-10,20191210,"Sun, The (Baltimore, MD)",NA,"Donald J. DeBona Sr., a captain in the Navy Reserve, sold advertising for a medical publisher",449165,431,23,0,3,0,0,0,0
main news,2019-12-10,20191210,"Sun, The (Baltimore, MD)",Frederick N. Rasmussen,"Dr. Michael T. Crow; 
The former Cockeysville and Roland Park resident was an associate professor of medicine and Johns Hopkins researcher",449166,876,72,0,4,0,0,0,0
main news,2019-12-10,20191210,"Sun, The (Baltimore, MD)",Michele Eberle,"Maryland works; 
to insure uninsured; 
as enrollment deadline nears",449167,719,38,0,10,0,0,0,0
main news,2019-12-10,20191210,"Sun, The (Baltimore, MD)",Jessica Anderson,Jury finds Baltimore man guilty of murder in 2018 Riverside shooting of 25-year-old,449168,517,28,1,24,0,0,0,0
main news,2019-12-10,20191210,"Sun, The (Baltimore, MD)",Wilborn P. Nobles III,"Suspect arrested in child sex assault case; 
24-year-old Baltimore man held on denied bail status in case near Dundalk school",449169,526,24,1,14,0,7,0,0
main news,2019-12-10,20191210,"Sun, The (Baltimore, MD)",NA,Pull the plug on third-party energy provider rip-offs,449170,770,40,2,13,0,0,0,1
main news,2019-12-14,20191214,"Sun, The (Baltimore, MD)",Pamela Wood,Hogan announces priorities for education spending,449172,740,34,0,4,0,0,0,0
